epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,1758.3,0.56027,0.45358,0.82814,0.972,0.7233,0.88885,0.80232,0.46799,1.02095,0.82754,0.00166142,0.00166142,0.00166142
173,1768.35,0.66161,0.47666,0.83982,0.972,0.7233,0.88885,0.80232,0.46799,1.02095,0.82754,0.00165944,0.00165944,0.00165944
174,1779.2,0.56835,0.44914,0.82705,0.972,0.7233,0.88885,0.80232,0.46799,1.02095,0.82754,0.00165746,0.00165746,0.00165746
175,1789.61,0.67851,0.50096,0.83811,0.97057,0.68703,0.86097,0.78085,0.46136,1.07697,0.832,0.00165548,0.00165548,0.00165548
176,1800.19,0.59151,0.44931,0.81871,0.97057,0.68703,0.86097,0.78085,0.46136,1.07697,0.832,0.0016535,0.0016535,0.0016535
177,1811.42,0.57724,0.45432,0.82663,0.9691,0.65357,0.77885,0.70405,0.40208,1.19643,0.83028,0.00165152,0.00165152,0.00165152
178,1821.66,0.5491,0.49364,0.82625,0.9691,0.65357,0.77885,0.70405,0.40208,1.19643,0.83028,0.00164954,0.00164954,0.00164954
179,1831.7,0.58499,0.45795,0.83685,0.9691,0.65357,0.77885,0.70405,0.40208,1.19643,0.83028,0.00164756,0.00164756,0.00164756
180,1842.02,0.5568,0.42539,0.82983,0.92686,0.52821,0.65387,0.58159,0.4521,1.45243,0.84654,0.00164558,0.00164558,0.00164558
181,1852.35,0.57501,0.43217,0.82882,0.92686,0.52821,0.65387,0.58159,0.4521,1.45243,0.84654,0.0016436,0.0016436,0.0016436
182,1862.77,0.56811,0.44644,0.82832,0.92686,0.52821,0.65387,0.58159,0.4521,1.45243,0.84654,0.00164162,0.00164162,0.00164162
183,1872.99,0.61396,0.5162,0.84125,0.99691,0.5,0.5877,0.55261,0.40908,1.48511,0.84252,0.00163964,0.00163964,0.00163964
